tweet_id,text,intent,reply,confidence,retrieval_score,escalate,escalation_reason,reply_quality_human_0_2,escalation_human,judge_reply_quality_0_2,judge_escalation,human_notes,judge_notes
58798,@AppleSupport I order my phone at 3:01 27th get a confirmation from Best Buy I’m getting my phone on 11/3 now they said that’s not true!,device_issue_other,"Sorry you're having trouble with your account. Please confirm that you're using the correct account credentials and follow the official verification or password-reset flow. If you remain locked out, we can help escalate the case.",0.78,0.261679,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
35281,@AppleSupport why is my alarm sound not working when on silent and volume on lock screen not working after the update??,device_issue_other,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.27786,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
57512,So my iPhone is now F'D thanks @115858 iOS update #ios11update #shocking #nobattery,battery_drain,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.26921,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
12591,@AppleSupport It’s happening to a lot of my friends,app_or_media_behavior,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.781886,0.672952,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
35230,@AppleSupport I phone 6s and iOS 11,device_issue_other,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.749172,0.563906,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
23089,@AppleSupport It cuts on but only to the apple logo and then it turns off again and idk iOS 10,device_issue_other,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.25826,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,True,,,"The response is broadly reasonable, but the customer message does not provide enough detail to justify a more specific answer.",
31454,"@AppleSupport Thanks! I guess I know the reason why.Wherever u put the assistive touch up,down,middle &amp; when pressed is also where the control center is.",app_or_media_behavior,"Sorry you're having trouble with your account. Please confirm that you're using the correct account credentials and follow the official verification or password-reset flow. If you remain locked out, we can help escalate the case.",0.678121,0.327071,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
43360,@115858 @AppleSupport  https://t.co/stullCoCpJ,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.64666,0.5555,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,True,,,"The message gives very little context, so the troubleshooting reply is reasonable but necessarily generic.",
36067,Tengo un problema con macos high Sierra y no tengo ni idea de como solucionarlo. @AppleSupport @119459 https://t.co/ZZPzd8fZAw,update_performance_or_crash,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.229349,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
34597,@AppleSupport iMessage stopped working and won’t activate anymore—is that a problem on your side?,app_or_media_behavior,"Sorry you're having trouble with your account. Please confirm that you're using the correct account credentials and follow the official verification or password-reset flow. If you remain locked out, we can help escalate the case.",0.72465,0.482167,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
15472,@115858 I️ have I️ can I️ will THE FUCK BRO,app_or_media_behavior,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.609891,0.249096,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
15467,@AppleSupport hi all. @115948 and settings apps keep crashing on iOS 11.1.2. See attached video. Is this a known issue? https://t.co/bjiEsXG7uG,update_performance_or_crash,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.78,0.21427,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
31926,"@AppleSupport received this email which i believe happened to be a scammer, sender’s email is suspicious tho. Could u pls clarify this up? https://t.co/Lle0QVQaUP",account_or_verification,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.78,0.295564,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
50880,@AppleSupport  https://t.co/NAmOVlIDMr,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.633153,0.442943,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,True,,,"The message gives very little context, so the troubleshooting reply is reasonable but necessarily generic.",
52282,"@2855 @AppleSupport так ты и фоточки туда переносишь, бекапы?",app_or_media_behavior,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.7,1.0,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,True,,,"The message gives very little context, so the troubleshooting reply is reasonable but necessarily generic.",
40493,@AppleSupport Is it now GA? I thought it was still in beta,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.632798,0.439986,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is broadly reasonable, but the customer message does not provide enough detail to justify a more specific answer.",
9182,"@AppleSupport Okay, I️ updated my phone the newest version",device_issue_other,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.569812,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
2659,Is anyone else having problems with there iPhone 7 saying no service? @115858 @115714,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.606588,0.221566,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
52983,Anybody else experiencing the @AppleSupport bug where the letter I turning into a weird set of glyphs? #Igate,app_or_media_behavior,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.243229,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
42604,Hey @115858 and @applesupport how can I have 150gb of space left and be full at the same time?  #confused https://t.co/6lmQTll0pG,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.607045,0.225372,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is broadly reasonable, but the customer message does not provide enough detail to justify a more specific answer.",
11641,"@AppleSupport Like this. Open the Multitasking screen, swiping up on the WhatsApp app to close it; as seen in the video. https://t.co/yeOErcAbIz",app_or_media_behavior,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.78,0.191266,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
58195,What the hell @115858 .. App Store won’t load after recent update.,app_or_media_behavior,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.299611,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
35251,@123680 @115858 Omg me too! I thought I was tripping!,app_or_media_behavior,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.612766,0.273052,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
58854,@AppleSupport it whirrs around slowly. Facebook won't load,app_or_media_behavior,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.234664,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
5808,Y’all need to fix this now @115858,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.65059,0.588254,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is broadly reasonable, but the customer message does not provide enough detail to justify a more specific answer.",
57508,I️ I I️ wtf is this @115858,app_or_media_behavior,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.627001,0.391676,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
26700,Today would be a good day for @115858 to fix the “i” bug... I️,app_or_media_behavior,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.698513,0.395044,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
32421,@AppleSupport After it says verifying it restarts automatically,update_performance_or_crash,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.696238,0.387461,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
61068,@AppleSupport Have to assume this is a bug in the latest iOS update. The letter “I” keeps replacing to A [?]. Is there a fix coming? https://t.co/3hPW4dfgBZ,app_or_media_behavior,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.253789,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
42621,@AppleSupport 11.1. Happening on my iPad as well so version number.,device_issue_other,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.688572,0.361907,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
48041,Hey @AppleSupport how does your operating system occupy almost 50% of my phone’s storage? https://t.co/yM3WDFCMD1,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.626164,0.384699,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
40553,@115858 my iPhone keeps muting itself for no reason? This is since I did the update??,device_issue_other,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.27295,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
33361,"@123379 @115858 Yes, after the update I have to charge it several times a day. Irritating!",battery_drain,"Sorry you're dealing with battery drain. Please check Battery settings for apps using the most power, install any pending software updates, and let us know if the issue continues.",0.683732,0.345774,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
53490,"@115948 @AppleSupport Hey, I've discovered lots of incorrect versions of songs (single songs within whole otherwise correct albums) in Apple Music. There should probably be a way to flag instances of this for review. Kind of annoying. Thanks!",app_or_media_behavior,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.78,0.230119,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
14871,Also this question mark bullshit is dumb. Fix it @115858 ! https://t.co/bCaVM5Pe8o,app_or_media_behavior,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.616268,0.302232,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
39628,@AppleSupport upgraded to iOS 11.1 today from 11.03 and iMessage has stopped working and will not activate. Suggestions?,app_or_media_behavior,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.413226,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
52962,"@AppleSupport, hey guys. Think I’m having a problem with my keyboard and can’t find a fix. Anytime I️ type “I️” like this, I️ get this auto https://t.co/0Rv2QkJQ53",app_or_media_behavior,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.78,0.260203,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
55132,Please can @115858 make an “are you sure” pop-up for when you try to close the music app? Thanks,app_or_media_behavior,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.78,0.238346,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
55939,"@AppleSupport I’m now on my second I watch, and have tried the reset&amp;restart my phone and I watch etc and still not solved any problems",device_issue_other,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.262743,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
13198,@AppleSupport Connect to*,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.633156,0.442966,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,True,,,"The message gives very little context, so the troubleshooting reply is reasonable but necessarily generic.",
57479,@115858 My Cinema Display doesn't work with My macbook touchbar using the correct adaptor. I tried in my office and it works. Any ideas?,device_issue_other,"Sorry you're having trouble with your account. Please confirm that you're using the correct account credentials and follow the official verification or password-reset flow. If you remain locked out, we can help escalate the case.",0.78,0.236869,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
14330,The amount of times my phone has froze since the newest update is ridiculous. @115858 get your shit together.,update_performance_or_crash,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.715899,0.452996,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
9180,"@AppleSupport I bought an iTunes gift card worth £15 a week ago, and the email still hasn’t come into my inbox to tell me the code. Helpppp",account_or_verification,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.78,0.221565,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
33384,"- what is up with the letter “eye” button @AppleSupport?! for like a 4 days now, the letter “eye” has been turning into this i️ 😐",app_or_media_behavior,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.636793,0.473274,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
36109,@AppleSupport Can’t an iPhone 8 connect to a Bluetooth device using NFC?,device_issue_other,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.768082,0.480234,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
60288,Hey @AppleSupport why is it that every time I use the letter I it looks there’s a box like this “ I️ “?,app_or_media_behavior,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.717559,0.335882,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is broadly reasonable, but the customer message does not provide enough detail to justify a more specific answer.",
26681,@AppleSupport tell me why the i keeps doing this stupid shit A with the boxed question mark make it stop,app_or_media_behavior,"Sorry you're having trouble with your account. Please confirm that you're using the correct account credentials and follow the official verification or password-reset flow. If you remain locked out, we can help escalate the case.",0.78,0.289639,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
59599,@AppleSupport my mac is stuck on mute.. please help me,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.623251,0.360428,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is broadly reasonable, but the customer message does not provide enough detail to justify a more specific answer.",
54474,This stupid update makes my phone die quicker 😑 @AppleSupport you guys are playing us! Smfh,battery_drain,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.383557,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
23094,Dear @115948 @AppleSupport what happened to ‘Play Next’?,app_or_media_behavior,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.700041,0.400137,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
31866,"@115858 since we have update our phone we are facing many problem ringer is not working,network issue, phone hang problem. Poor update",update_performance_or_crash,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.268404,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
48037,@AppleSupport I can able sign in at that adress with my id,account_or_verification,"Sorry you're having trouble with your account. Please confirm that you're using the correct account credentials and follow the official verification or password-reset flow. If you remain locked out, we can help escalate the case.",0.78,0.268267,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
15433,Anyone else having battery issues in IPhone? Degrading way to fast. @AppleSupport,battery_drain,"Sorry you're dealing with battery drain. Please check Battery settings for apps using the most power, install any pending software updates, and let us know if the issue continues.",0.754407,0.581355,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
41568,"@AppleSupport Keep seeing the letter I as ?, apps keep crashing, and it’s slower",update_performance_or_crash,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.252789,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
33372,@AppleSupport Please fix your Siri on iOS 11 cuts out mid sentence it’s very annoying and it eats the battery like there’s no tomorrow!!!!,battery_drain,"Sorry you're dealing with battery drain. Please check Battery settings for apps using the most power, install any pending software updates, and let us know if the issue continues.",0.78,0.330359,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
52188,@127736 @AppleSupport I’m in the same boat. https://t.co/MlKN9Y8Iuv,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.619157,0.326304,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is broadly reasonable, but the customer message does not provide enough detail to justify a more specific answer.",
23130,"Dear @115858, you’re really rude for ruining the battery life on our phones with that last update.",battery_drain,"Sorry you're dealing with battery drain. Please check Battery settings for apps using the most power, install any pending software updates, and let us know if the issue continues.",0.78,0.229077,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
21178,@115858 please stop making old operating systems extremely slow and buggy when the new phone comes out. I’ll get a new phone eventually but damn it just let me use the one I have now in peace and without freezing every ten seconds,update_performance_or_crash,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.263528,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,2,False,,,The response is relevant to the reported issue and gives a practical next step without overcomplicating the case.,
52275,"@AppleSupport Seems to turn on randomly while on a transit bus or lrt even though I tell it not to, as I’m not driving.",device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.61095,0.257918,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is broadly reasonable, but the customer message does not provide enough detail to justify a more specific answer.",
12598,@AppleSupport Here is the problem https://t.co/tLi3hxIfJI,device_issue_other,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.625659,0.380493,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,True,,,"The message gives very little context, so the troubleshooting reply is reasonable but necessarily generic.",
26679,WTF @115858 I️ put a text replacement for the letter “I “ and it keeps removing it 😡,app_or_media_behavior,"Sorry you're experiencing this issue. Please restart the device, check for software updates, and share the device model and the exact steps that reproduce the problem so we can narrow it down.",0.608554,0.237949,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
44569,@AppleSupport I’ve just received this text message... is it a scam? https://t.co/iIz6799AeL,account_or_verification,"Sorry you're having trouble with the app or media feature. Please restart the affected app/device and check for available app and software updates. If it continues, tell us the app and the exact behavior you're seeing.",0.78,0.257599,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,0,False,,,"The reply addresses a different issue than the customer's message, so the suggested troubleshooting would not be very useful.",
40485,@AppleSupport is de update 4.2 niet voor de Apple watch 1?,device_issue_other,"Sorry about the performance/crash issue. Please make sure your device is updated, restart it, and check whether the problem continues after the restart.",0.78,0.289912,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is broadly reasonable, but the customer message does not provide enough detail to justify a more specific answer.",
11630,@115858 I just wanted to let you know that the new update is crap and it wastes my battery more than ever before.,battery_drain,"Sorry you're dealing with battery drain. Please check Battery settings for apps using the most power, install any pending software updates, and let us know if the issue continues.",0.78,0.278873,False,Auto-handle: intent confidence and historical similarity passed the current thresholds.,1,False,,,"The response is directionally relevant, but it stays fairly generic and does not address the specific symptom in enough detail.",
